,select-time,select-memory
1,4.647553205490112,163.3359375
2,4.225937366485596,163.36328125
3,4.074540376663208,163.8515625
4,4.093977451324463,164.19921875
5,4.236473798751831,164.15625
6,4.088165283203125,164.3828125
7,4.26956033706665,163.96484375
8,4.834270715713501,164.55078125
9,4.218243360519409,164.3046875
10,4.250586032867432,164.18359375
