,insert-time,insert-memory
1,5.557639837265015,193.57421875
2,5.706778049468994,194.02734375
3,5.647357702255249,194.36328125
4,5.583624362945557,195.890625
5,5.525883436203003,219.66796875
6,5.391737461090088,196.30859375
7,5.310324668884277,197.05859375
8,5.390440464019775,196.4453125
9,5.470721244812012,196.5
10,5.496163368225098,196.83984375
